Name,Formula,Exact_Mass_Calc,F_Count,Is_PFAS,PFAS_Structure_Class,Structure_Class,Use_Category,CAS_or_Identifier,SMILES
idelalisib,C26H23FIN5O4,415.1556864,1,No,Not PFAS,Aromatic,Unknown,870281-82-6,CC[C@@H](C1=NC2=C(C(=CC=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5
olaparib,C22H18FN7O,434.1754188,1,No,Not PFAS,Aromatic,Unknown,763113-22-0,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F
cobimetinib,C24H23FN4O3,531.0630596,3,No,Not PFAS,Aromatic,Unknown,934660-93-2,C1CCN[C@@H](C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O
rucaparib,C21H21F3IN3O2,323.1433904,1,No,Not PFAS,Aromatic,Unknown,283173-50-2,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2
abemaciclib,C19H18FN3O,506.2717995,2,No,Not PFAS,Aromatic,Unknown,1231929-97-7,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F
enasidenib,C27H32F2N8,473.1398775,6,Yes,Other PFAS,Aromatic,Unknown,1446502-11-9,CC(C)(CNC1=NC(=NC(=N1)C2=NC(=CC=C2)C(F)(F)F)NC3=CC(=NC=C3)C(F)(F)F)O
apalutamide,C19H17F6N7O,477.0882586,4,Yes,Other PFAS,Aromatic,Unknown,956104-40-8,CNC(=O)C1=C(C=C(C=C1)N2C(=S)N(C(=O)C23CCC3)C4=CC(=C(N=C4)C#N)C(F)(F)F)F
binimetinib,C21H15F4N5O2S,440.0295589,2,No,Not PFAS,Aromatic,Unknown,606143-89-9,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)F)C(=O)NOCCO
dacomitinib,C17H15BrF2N4O3,469.1680809,1,No,Not PFAS,Aromatic,Unknown,829-313-8,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)NC(=O)/C=C/CN4CCCCC4
encorafenib,C24H25ClFN5O2,539.1517792,1,No,Not PFAS,Aromatic,Unknown,1269440-17-6,C[C@@H](CNC1=NC=CC(=N1)C2=CN(N=C2C3=C(C(=CC(=C3)Cl)NS(=O)(=O)C)F)C(C)C)NC(=O)OC
ivosidenib,C22H27ClFN7O4S,582.1394009,3,Yes,Other PFAS,Aromatic,Unknown,1448347-49-6,C1CC(=O)N([C@@H]1C(=O)N(C2=CC(=CN=C2)F)[C@@H](C3=CC=CC=C3Cl)C(=O)NC4CC(C4)(F)F)C5=NC=CC(=C5)C#N
larotrectinib,C28H22ClF3N6O3,428.1772304,2,No,Not PFAS,Aromatic,Unknown,1223403-58-4,C1C[C@@H](N(C1)C2=NC3=C(C=NN3C=C2)NC(=O)N4CC[C@@H](C4)O)C5=C(C=CC(=C5)F)F
lorlatinib,C21H22F2N6O2,406.1553521,1,No,Not PFAS,Aromatic,Unknown,1454846-35-5,C[C@@H]1C2=C(C=CC(=C2)F)C(=O)N(CC3=NN(C(=C3C4=CC(=C(N=C4)N)O1)C#N)C)C
talazoparib,C21H19FN6O2,380.1197155,2,No,Not PFAS,Aromatic,Unknown,1207456-01-6,CN1C(=NC=N1)[C@@H]2[C@H](NC3=CC(=CC4=C3C2=NNC4=O)F)C5=CC=C(C=C5)F
alpelisib,C19H14F2N6O,441.1446306,3,Yes,Other PFAS,Aromatic,Unknown,1217486-61-7,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F
entrectinib,C19H22F3N5O2S,560.2711308,2,No,Not PFAS,Aromatic,Unknown,1108743-60-7,CN1CCN(CC1)C2=CC(=C(C=C2)C(=O)NC3=NNC4=C3C=C(C=C4)CC5=CC(=CC(=C5)F)F)NC6CCOCC6
pexidartinib,C31H34F2N6O2,417.0968078,3,Yes,Other PFAS,Aromatic,Unknown,1029044-16-3,C1=CC(=NC=C1CC2=CNC3=C2C=C(C=N3)Cl)NCC4=CN=C(C=C4)C(F)(F)F
selinexor,C20H15ClF3N5,443.0929273,6,Yes,Other PFAS,Aromatic,Unknown,1393477-72-9,C1=CN=C(C=N1)NNC(=O)/C=C\N2C=NC(=N2)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F
carmofur,C17H11F6N7O,257.1175696,1,No,Not PFAS,Aromatic,Unknown,61422-45-5,CCCCCCNC(=O)N1C=C(C(=O)NC1=O)F
exisulind,C11H16FN3O3,372.0831582,1,No,Not PFAS,Aromatic,Unknown,59973-80-7,CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)S(=O)(=O)C)C=CC(=C2)F)CC(=O)O
fluorouracil,C20H17FO4S,130.0178556,1,No,Not PFAS,Aromatic,Fluorochemical / Surfactant,200-085-6,C1=C(C(=O)NC(=O)N1)F
tegafur,C4H3FN2O2,200.0597204,1,No,Not PFAS,Aromatic,Unknown,17902-23-7,C1CC(OC1)N2C=C(C(=O)NC2=O)F
siponimod,C8H9FN2O3,516.2599776,3,Yes,Other PFAS,Aromatic,Unknown,1230487-00-9,CCC1=C(C=CC(=C1)/C(=N/OCC2=CC(=C(C=C2)C3CCCCC3)C(F)(F)F)/C)CN4CC(C4)C(=O)O
upadacitinib,C29H35F3N2O3,380.1572439,3,Yes,Other PFAS,Aromatic,Unknown,1310726-60-3,CC[C@@H]1CN(C[C@@H]1C2=CN=C3N2C4=C(NC=C4)N=C3)C(=O)NCC(F)(F)F
lumiracoxib,C17H19F3N6O,293.0618846,1,No,Not PFAS,Aromatic,Unknown,220991-20-8,CC1=CC(=C(C=C1)NC2=C(C=CC=C2Cl)F)CC(=O)O
polmacoxib,C15H13ClFNO2,361.0784072,1,No,Not PFAS,Aromatic,Unknown,301692-76-2,CC1(C(=O)C(=C(O1)C2=CC=C(C=C2)S(=O)(=O)N)C3=CC(=CC=C3)F)C
antrafenine,C18H16FNO4S,588.1959954,6,Yes,Other PFAS,Aromatic,Unknown,55300-29-3,C1CN(CCN1CCOC(=O)C2=CC=CC=C2NC3=C4C=CC(=CC4=NC=C3)C(F)(F)F)C5=CC=CC(=C5)C(F)(F)F
floctafenine,C30H26F6N4O2,406.1140417,3,Yes,Other PFAS,Aromatic,Unknown,23779-99-9,C1=CC=C(C(=C1)C(=O)OCC(CO)O)NC2=C3C=CC=C(C3=NC=C2)C(F)(F)F
flufenisal,C20H17F3N2O4,274.0641371,1,No,Not PFAS,Aromatic,Unknown,22494-27-5,CC(=O)OC1=C(C=C(C=C1)C2=CC=C(C=C2)F)C(=O)O
flunoxaprofen,C15H11FO4,285.0801215,1,No,Not PFAS,Aromatic,Unknown,66934-18-7,C[C@@H](C1=CC2=C(C=C1)OC(=N2)C3=CC=C(C=C3)F)C(=O)O
niflumic acid,C16H12FNO3,282.0616122,3,Yes,Other PFAS,Aromatic,Pesticide,4394-00-7,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F
talniflumate,C13H9F3N2O2,414.0827416,3,Yes,Other PFAS,Aromatic,Pesticide,66898-62-2,C1=CC=C2C(=C1)C(OC2=O)OC(=O)C3=C(N=CC=C3)NC4=CC=CC(=C4)C(F)(F)F
ufenamate,C21H13F3N2O4,337.1289635,3,Yes,Other PFAS,Aromatic,Unknown,67330-25-0,CCCCOC(=O)C1=CC=CC=C1NC2=CC=CC(=C2)C(F)(F)F
ataluren,C18H18F3NO2,284.0597204,1,No,Not PFAS,Aromatic,Unknown,775304-57-9,C1=CC=C(C(=C1)C2=NC(=NO2)C3=CC(=CC=C3)C(=O)O)F
droperidol,C15H9FN2O3,379.1696052,1,No,Not PFAS,Aromatic,Polymer / Additive,548-73-2,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F
progabide,C22H22FN3O2,334.0884337,1,No,Not PFAS,Aromatic,Unknown,62666-20-0,C1=CC(=CC=C1C(=NCCCC(=O)N)C2=C(C=CC(=C2)F)O)Cl
ezogabine,C17H16ClFN2O2,303.138305,1,No,Not PFAS,Aromatic,Unknown,150812-12-7,CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)N
safinamide,C16H18FN3O2,302.1430561,1,No,Not PFAS,Aromatic,Unknown,133865-89-1,C[C@@H](C(=O)N)NCC1=CC=C(C=C1)OCC2=CC(=CC=C2)F
timiperone,C17H19FN2O2,397.1624116,1,No,Not PFAS,Aromatic,Unknown,57648-21-2,C1CN(CCC1N2C3=CC=CC=C3NC2=S)CCCC(=O)C4=CC=C(C=C4)F
sertindole,C22H24FN3OS,440.1779174,1,No,Not PFAS,Aromatic,Unknown,106516-24-9,C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O
blonanserin,C24H26ClFN4O,367.2423762,1,No,Not PFAS,Aromatic,Unknown,132810-10-7,CCN1CCN(CC1)C2=NC3=C(CCCCCC3)C(=C2)C4=CC=C(C=C4)F
iloperidone,C23H30FN3,426.1954856,1,No,Not PFAS,Aromatic,Polymer / Additive,133454-47-4,CC(=O)C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC
pimavanserin,C24H27FN2O4,427.2635055,1,No,Not PFAS,Aromatic,Unknown,706779-91-1,CC(C)COC1=CC=C(C=C1)CNC(=O)N(CC2=CC=C(C=C2)F)C3CCN(CC3)C
biriperone,C25H34FN3O2,391.2059907,1,No,Not PFAS,Aromatic,Unknown,41510-23-0,C1CN2CC3=C(CC2CN1CCCC(=O)C4=CC=C(C=C4)F)C5=CC=CC=C5N3
bromperidol,C24H26FN3O,419.0896193,1,No,Not PFAS,Aromatic,Unknown,10457-90-6,C1CN(CCC1(C2=CC=C(C=C2)Br)O)CCCC(=O)C3=CC=C(C=C3)F
flupentixol,C21H23BrFNO2,434.1639691,3,Yes,Other PFAS,Aromatic,Unknown,53772-82-0,C1CN(CCN1CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
fluspirilene,C23H25F3N2OS,475.2435191,2,No,Not PFAS,Aromatic,Unknown,1841-19-6,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
haloperidol decanoate,C29H31F2N3O,529.2759001,1,No,Not PFAS,Aromatic,Polymer / Additive,74050-97-8,CCCCCCCCCC(=O)OC1(CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F)C3=CC=C(C=C3)Cl
isofloxythepin,C31H41ClFNO3,400.1984628,1,No,Not PFAS,Aromatic,Unknown,70931-18-9,CC(C)C1=CC2=C(C=C1)SC3=C(CC2N4CCN(CC4)CCO)C=CC(=C3)F
melperone,C23H29FN2OS,263.1685425,1,No,Not PFAS,Aromatic,Unknown,3575-80-2,CC1CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F
moperone,C16H22FNO,355.1947573,1,No,Not PFAS,Aromatic,Polymer / Additive,1050-79-9,CC1=CC=C(C=C1)C2(CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)O
penfluridol,C22H26FNO2,523.1701333,5,Yes,Other PFAS,Aromatic,Unknown,26864-56-2,C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F
pimozide,C28H27ClF5NO,461.227869,2,No,Not PFAS,Aromatic,Unknown,2062-78-4,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
trifluoperazine,C28H29F2N3O,407.1643034,3,Yes,Other PFAS,Aromatic,Polymer / Additive,117-89-5,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F
triflupromazine,C21H24F3N3S,352.1221043,3,Yes,Other PFAS,Aromatic,Unknown,146-54-3,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F
doxefazepam,C18H19F3N2S,348.0676982,1,No,Not PFAS,Aromatic,Unknown,40762-15-0,C1=CC=C(C(=C1)C2=NC(C(=O)N(C3=C2C=C(C=C3)Cl)CCO)O)F
ethyl loflazepate,C17H14ClFN2O3,360.0676982,1,No,Not PFAS,Aromatic,Unknown,29177-84-2,CCOC(=O)C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F
fludiazepam,C18H14ClFN2O3,302.0622189,1,No,Not PFAS,Aromatic,Unknown,3900-31-0,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F
flutazolam,C16H12ClFN2O,376.0989983,1,No,Not PFAS,Aromatic,Unknown,27060-91-9,C1COC2(N1CC(=O)N(C3=C2C=C(C=C3)Cl)CCO)C4=CC=CC=C4F
flutoprazepam,C19H18ClFN2O3,342.093519,1,No,Not PFAS,Aromatic,Unknown,25967-29-7,C1CC1CN2C(=O)CN=C(C3=C2C=CC(=C3)Cl)C4=CC=CC=C4F
halazepam,C19H16ClFN2O,352.0590253,3,Yes,Other PFAS,Aromatic,Unknown,23092-17-3,C1C(=O)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3)CC(F)(F)F
haloxazolam,C17H12ClF3N2O,376.022268,1,No,Not PFAS,Aromatic,Unknown,59128-97-1,C1COC2(N1CC(=O)NC3=C2C=C(C=C3)Br)C4=CC=CC=C4F
quazepam,C17H14BrFN2O2,386.0267599,4,Yes,Other PFAS,Aromatic,Unknown,36735-22-5,C1C(=S)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F)CC(F)(F)F
oxaflozane,C17H11ClF4N2S,273.1340489,3,Yes,Other PFAS,Aromatic,Unknown,247-855-8,CC(C)N1CCOC(C1)C2=CC(=CC=C2)C(F)(F)F
afloqualone,C14H18F3NO,283.1120903,1,No,Not PFAS,Aromatic,Unknown,56287-74-2,CC1=CC=CC=C1N2C(=NC3=C(C2=O)C=C(C=C3)N)CF
lomerizine,C16H14FN3O,468.2224493,2,No,Not PFAS,Aromatic,Unknown,101477-55-8,COC1=C(C(=C(C=C1)CN2CCN(CC2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)OC)OC
halofantrine,C27H30F2N2O3,499.1656546,3,Yes,Other PFAS,Aromatic,Unknown,69756-53-2,CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O
tafenoquine,C26H30Cl2F3NO,463.2082764,3,Yes,Other PFAS,Aromatic,Unknown,106635-80-7,CC1=CC(=NC2=C1C(=C(C=C2NC(C)CCCN)OC)OC3=CC=CC(=C3)C(F)(F)F)OC
astemizole,C24H28F3N3O3,458.2481898,1,No,Not PFAS,Aromatic,Unknown,68844-77-9,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F
mabuterol,C28H31FN4O,310.1059755,3,Yes,Other PFAS,Aromatic,Unknown,56341-08-3,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)C(F)(F)F)O
flutropium bromide,C13H18ClF3N2O,477.1314841,1,No,Not PFAS,Aromatic,Unknown,63516-07-4,C[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)CCF.[Br-]
levocabastine,C24H29BrFNO3,420.2213064,1,No,Not PFAS,Aromatic,Unknown,79516-68-0,C[C@@H]1CN(CC[C@@]1(C2=CC=CC=C2)C(=O)O)C3CCC(CC3)(C#N)C4=CC=C(C=C4)F
ramatroban,C26H29FN2O2,416.1206064,1,No,Not PFAS,Aromatic,Unknown,116649-85-5,C1CC2=C(C[C@@H]1NS(=O)(=O)C3=CC=C(C=C3)F)C4=CC=CC=C4N2CCC(=O)O
roflumilast,C21H21FN2O4S,402.0349541,2,Yes,Other PFAS,Aromatic,Pesticide,162401-32-3,C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F
almitrine,C17H14Cl2F2N2O3,477.2452504,2,No,Not PFAS,Aromatic,Unknown,27469-53-0,C=CCNC1=NC(=NC(=N1)N2CCN(CC2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)NCC=C
lumacaftor,C26H29F2N7,452.1183781,2,Yes,Other PFAS,Aromatic,Unknown,936727-05-8,CC1=C(N=C(C=C1)NC(=O)C2(CC2)C3=CC4=C(C=C3)OC(O4)(F)F)C5=CC(=CC=C5)C(=O)O
tezacaftor,C24H18F2N2O5,520.1821212,3,Yes,Other PFAS,Aromatic,Unknown,1152311-62-0,CC(C)(CO)C1=CC2=CC(=C(C=C2N1C[C@H](CO)O)F)NC(=O)C3(CC3)C4=CC5=C(C=C4)OC(O5)(F)F
travoprost,C26H27F3N2O6,500.2385735,3,Yes,Other PFAS,Aromatic,Unknown,157283-68-6,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@H](C[C@H]([C@@H]1/C=C/[C@H](COC2=CC=CC(=C2)C(F)(F)F)O)O)O
tafluprost,C26H35F3O6,452.2374306,2,Yes,Other PFAS,Aromatic,Unknown,209860-87-7,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@H](C[C@H]([C@@H]1/C=C/C(COC2=CC=CC=C2)(F)F)O)O
ripasudil,C25H34F2O5,323.110376,1,No,Not PFAS,Aromatic,Unknown,223645-67-8,C[C@H]1CNCCCN1S(=O)(=O)C2=CC=CC3=CN=CC(=C32)F
diisopropyl fluorophosphate,C15H18FN3O2S,184.0664592,1,No,Not PFAS,Other,Fluorochemical / Surfactant,200-247-6,CC(C)OP(=O)(OC(C)C)F
trifluridine,C6H14FO3P,296.0620061,3,Yes,Other PFAS,Aromatic,Unknown,70-00-8,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O
flumazenil,C10H11F3N2O5,303.1019195,1,No,Not PFAS,Aromatic,Pesticide,78755-81-4,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C
elexacaftor,C15H14FN3O3,597.2345082,3,Yes,Sulfonamide,Aromatic,Unknown,2216712-66-0,C[C@H]1CC(N(C1)C2=C(C=CC(=N2)N3C=CC(=N3)OCC(C)(C)C(F)(F)F)C(=O)NS(=O)(=O)C4=CN(N=C4C)C)(C)C
lasmiditan,C26H34F3N7O4S,377.1351115,3,No,Not PFAS,Aromatic,Unknown,439239-90-4,CN1CCC(CC1)C(=O)C2=NC(=CC=C2)NC(=O)C3=C(C=C(C=C3F)F)F
lemborexant,C19H18F3N3O2,410.1554323,2,No,Not PFAS,Aromatic,Unknown,1369764-02-2,CC1=NC(=NC=C1OC[C@]2(C[C@H]2C(=O)NC3=NC=C(C=C3)F)C4=CC(=CC=C4)F)C
lumateperone,C22H20F2N4O2,393.2216407,1,No,Not PFAS,Aromatic,Unknown,313368-91-1,CN1CCN2[C@H]3CCN(C[C@H]3C4=C2C1=CC=C4)CCCC(=O)C5=CC=C(C=C5)F
ubrogepant,C24H28FN3O,549.1987744,3,Yes,Other PFAS,Aromatic,Unknown,1374248-77-7,C[C@@H]1[C@@H](C[C@@H](C(=O)N1CC(F)(F)F)NC(=O)C2=CC3=C(C[C@@]4(C3)C5=C(NC4=O)N=CC=C5)N=C2)C6=CC=CC=C6
Relugolix,C29H26F3N5O3,623.1762444,2,No,Not PFAS,Aromatic,Unknown,737789-87-6,CN(C)CC1=C(SC2=C1C(=O)N(C(=O)N2CC3=C(C=CC=C3F)F)C4=NN=C(C=C4)OC)C5=CC=C(C=C5)NC(=O)NOC
Berotralstat,C29H27F2N7O5S,562.2104223,4,Yes,Other PFAS,Aromatic,Unknown,1809010-50-1,C1CC1CN[C@@H](C2=CC(=C(C=C2)F)NC(=O)C3=CC(=NN3C4=CC=CC(=C4)CN)C(F)(F)F)C5=CC=CC(=C5)C#N
Pralsetinib,C30H26F4N6O,533.2662995,1,No,Not PFAS,Aromatic,Unknown,2097132-94-8,CC1=CC(=NN1)NC2=NC(=NC(=C2)C)C3CCC(CC3)(C(=O)N[C@@H](C)C4=CN=C(C=C4)N5C=C(C=N5)F)OC
Ripretinib,C27H32FN9O2,509.0862652,1,No,Not PFAS,Aromatic,Unknown,1442472-39-0,CCN1C2=CC(=NC=C2C=C(C1=O)C3=CC(=C(C=C3Br)F)NC(=O)NC4=CC=CC=C4)NC
Capmatinib,C24H21BrFN5O2,412.1447874,1,No,Not PFAS,Aromatic,Unknown,1029712-80-8,CNC(=O)C1=C(C=C(C=C1)C2=NN3C(=CN=C3N=C2)CC4=CC5=C(C=C4)N=CC=C5)F
Pemigatinib,C23H17FN6O,487.2031108,2,No,Not PFAS,Aromatic,Unknown,1513857-77-6,CCN1C2=C3C=C(NC3=NC=C2CN(C1=O)C4=C(C(=CC(=C4F)OC)OC)F)CN5CCOCC5
Selumetinib,C24H27F2N5O4,456.0000083,1,No,Not PFAS,Aromatic,Unknown,606143-52-6,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO
Osilodrostat,C17H15BrClFN4O3,227.0858755,1,No,Not PFAS,Aromatic,Unknown,928134-65-0,C1CC2=CN=CN2[C@H]1C3=C(C=C(C=C3)C#N)F
Rimegepant,C13H10FN3,534.2190952,2,No,Not PFAS,Aromatic,Unknown,1289023-67-1,C1C[C@H](C2=C(C=CC=N2)[C@H]([C@@H]1C3=C(C(=CC=C3)F)F)N)OC(=O)N4CCC(CC4)N5C6=C(NC5=O)N=CC=C6
Avapritinib,C28H28F2N6O3,498.2404191,1,No,Not PFAS,Aromatic,Unknown,1703793-34-3,C[C@](C1=CC=C(C=C1)F)(C2=CN=C(N=C2)N3CCN(CC3)C4=NC=NN5C4=CC(=C5)C6=CN(N=C6)C)N
Asciminib,C26H27FN10,449.1066236,2,Yes,Other PFAS,Aromatic,Unknown,1492952-76-7,C1CN(C[C@@H]1O)C2=C(C=C(C=N2)C(=O)NC3=CC=C(C=C3)OC(F)(F)Cl)C4=CC=NN4
Avacopan,C20H18ClF2N5O3,581.2665402,4,Yes,Other PFAS,Aromatic,Unknown,1346623-17-3,CC1=C(C(=CC=C1)F)C(=O)N2CCC[C@@H]([C@@H]2C3=CC=C(C=C3)NC4CCCC4)C(=O)NC5=CC(=C(C=C5)C)C(F)(F)F
Atogepant,C33H35F4N3O2,603.1705089,6,Yes,Other PFAS,Aromatic,Unknown,1374248-81-3,C[C@@H]1[C@@H](C[C@@H](C(=O)N1CC(F)(F)F)NC(=O)C2=CC3=C(C[C@@]4(C3)C5=C(NC4=O)N=CC=C5)N=C2)C6=C(C=CC(=C6F)F)F
Belzutifan,C29H23F6N5O3,383.0439135,3,No,Not PFAS,Aromatic,Unknown,1672668-24-4,CS(=O)(=O)C1=C2[C@@H]([C@@H]([C@@H](C2=C(C=C1)OC3=CC(=CC(=C3)C#N)F)F)F)O
Sotorasib,C17H12F3NO4S,560.2347453,2,No,Not PFAS,Aromatic,Unknown,2296729-00-3,C[C@H]1CN(CCN1C2=NC(=O)N(C3=NC(=C(C=C32)F)C4=C(C=CC=C4F)O)C5=C(C=CN=C5C(C)C)C)C(=O)C=C
Melphalan flufenamide,C30H30F2N6O3,497.1648254,1,No,Not PFAS,Aromatic,Unknown,380449-51-4,CCOC(=O)[C@H](CC1=CC=C(C=C1)F)NC(=O)[C@H](CC2=CC=C(C=C2)N(CCCl)CCCl)N
Umbralisib,C24H30Cl2FN3O3,571.1831243,3,No,Not PFAS,Aromatic,Unknown,1532533-67-7,C[C@@H](C1=C(C(=O)C2=C(O1)C=CC(=C2)F)C3=CC(=CC=C3)F)N4C5=NC=NC(=C5C(=N4)C6=CC(=C(C=C6)OC(C)C)F)N
Cabotegravir,C31H24F3N5O3,405.1136271,2,No,Not PFAS,Aromatic,Unknown,1051375-10-0,C[C@H]1CO[C@H]2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)O
Vericiguat,C19H17F2N3O5,426.1364282,2,No,Not PFAS,Aromatic,Unknown,1350653-20-1,COC(=O)NC1=C(N=C(N=C1N)C2=NN(C3=C2C=C(C=N3)F)CC4=CC=CC=C4F)N
Lenacapavir,C19H16F2N8O2,967.143519,10,Yes,Sulfonamide,Aromatic,Unknown,2189684-44-2,CC(C)(C#CC1=NC(=C(C=C1)C2=C3C(=C(C=C2)Cl)C(=NN3CC(F)(F)F)NS(=O)(=O)C)[C@H](CC4=CC(=CC(=C4)F)F)NC(=O)CN5C6=C([C@H]7C[C@H]7C6(F)F)C(=N5)C(F)(F)F)S(=O)(=O)C
Adagrasib,C39H32ClF10N7O5S2,603.2524793,1,No,Not PFAS,Aromatic,Unknown,2326521-71-3,CN1CCC[C@H]1COC2=NC3=C(CCN(C3)C4=CC=CC5=C4C(=CC=C5)Cl)C(=N2)N6CCN([C@H](C6)CC#N)C(=O)C(=C)F
Oteseconazole,C32H35ClFN7O2,527.1192223,7,Yes,Other PFAS,Aromatic,Unknown,1340593-59-0,C1=CC(=CC=C1C2=CN=C(C=C2)C([C@](CN3C=NN=N3)(C4=C(C=C(C=C4)F)F)O)(F)F)OCC(F)(F)F
Nirogacestat,C23H16F7N5O2,489.3279174,2,No,Not PFAS,Aromatic,Unknown,1290543-63-3,CCC[C@@H](C(=O)NC1=CN(C=N1)C(C)(C)CNCC(C)(C)C)N[C@H]2CCC3=C(C2)C(=CC(=C3)F)F
Repotrectinib,C27H41F2N5O,355.144453,1,No,Not PFAS,Aromatic,Unknown,1802220-02-5,C[C@H]1CNC(=O)C2=C3N=C(C=CN3N=C2)N[C@@H](C4=C(O1)C=CC(=C4)F)C
Etrasimod,C18H18FN5O2,457.1864784,3,Yes,Other PFAS,Aromatic,Unknown,1206123-37-6,C1CCC(C1)C2=C(C=C(C=C2)COC3=CC4=C(C=C3)NC5=C4CC[C@@H]5CC(=O)O)C(F)(F)F
Lotilaner,C26H26F3NO3,594.9725647,6,Yes,Other PFAS,Aromatic,Unknown,1369852-71-0,CC1=C(SC(=C1)C2=NO[C@@](C2)(C3=CC(=C(C(=C3)Cl)Cl)Cl)C(F)(F)F)C(=O)NCC(=O)NCC(F)(F)F
Nirmatrelvir,C20H14Cl3F6N3O3S,499.2406392,3,Yes,Other PFAS,Heterocycle,Unknown,2628280-40-8,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)C(F)(F)F)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C#N)C
Fezolinetant,C23H32F3N5O4,358.1012083,1,No,Not PFAS,Aromatic,Unknown,1629229-37-3,C[C@@H]1C2=NN=C(N2CCN1C(=O)C3=CC=C(C=C3)F)C4=NC(=NS4)C
Leniolisib,C16H15FN6OS,450.1991087,3,Yes,Other PFAS,Aromatic,Unknown,1354690-24-6,CCC(=O)N1CC[C@@H](C1)NC2=NC=NC3=C2CN(CC3)C4=CC(=C(N=C4)OC)C(F)(F)F
Omaveloxolone,C21H25F3N6O2,554.3319997,2,Yes,Other PFAS,Other,Unknown,1474034-05-3,C[C@@]12CC[C@]3(CCC(C[C@H]3[C@H]1C(=O)C=C4[C@]2(CC[C@@H]5[C@@]4(C=C(C(=O)C5(C)C)C#N)C)C)(C)C)NC(=O)C(C)(F)F
